,STATENAME,ST_CASE,MONTHNAME,DAY,DAYNAME,HOUR,HARM_EV,NUMOCCS,NUMOCCSNAME,UNITTYPE,,,,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME,MODEL,DEATHS,,,,,,,
15,Hawaii,150008,1,2,2,February,10:00pm-10:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),2HGFE2F55NH5,2HGFE2F55NH5,2022,2022,474,Honda,1863,Civic,Sedan/Saloon,37,Honda,4,"4-door sedan, hardtop",0,12,Motor Vehicle In-Transport,0,No or Not Reported,37031,"Honda Civic/CRX, del Sol",6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,11,Turning Left,15,Turning Left,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]",31,0,,,,
15,Hawaii,150008,2,2,2,February,10:00pm-10:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,9,Unknown,LL0TCAPH0GS0,LL0TCAPH0GS0,2016,2016,4535,Yongfu,9677,YN50QT-8 / YN125-8 / YN150T-8 / YN250T-8 / YN300-8 etc.,Motorcycle - Scooter,98,Other Make,84,Motor Scooter,0,30,Utility Pole/Light Support,0,No or Not Reported,98701,Other Make 0-50cc,3,Expired,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,10,October,2020,2020,10,October,2020,2020,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]",701,1,,,,
15,Hawaii,150009,1,2,2,February,5:00am-5:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,1C4NJDBB4HD1,1C4NJDBB4HD1,2017,2017,483,Jeep,1946,Compass,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,Jeep / Kaiser-Jeep / Willys- Jeep,6,Station Wagon (excluding van and truck based),0,12,Motor Vehicle In-Transport,0,No or Not Reported,2001,Jeep / Kaiser-Jeep / Willys- Jeep Compass,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,242,242 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,0,None,6,June,2019,2019,6,June,2019,2019,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,45,45 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,7,Steering right,1,Tracking,2,"Stayed on roadway, but left original travel lane",13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,1,0,,,,
15,Hawaii,150009,2,2,2,February,5:00am-5:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,2HKRM3H73EH5,2HKRM3H73EH5,2014,2014,474,Honda,1865,CR-V,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),37,Honda,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,12,Motor Vehicle In-Transport,0,No or Not Reported,37402,Honda CR-V,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",60,60,106,106 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,45,45 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,2,Decelerating in Road,61,From adjacent lane (same direction) over right lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,98,M98-Other Crash Type,998,Other Crash Type,402,0,,,,
15,Hawaii,150010,1,1,2,February,3:00am-3:59am,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,1C4PJMCS6EW1,1C4PJMCS6EW1,2014,2014,483,Jeep,1945,Cherokee,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),2,Jeep / Kaiser-Jeep / Willys- Jeep,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,2,Fire/Explosion,1,Yes,2404,Jeep / Kaiser-Jeep / Willys- Jeep Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),2,Revoked,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,230,230 lbs.,0,None,0,None,1,1,0,None,1,1,1,1,4,4,10,October,2018,2018,2,February,2022,2022,5,"Yes, Specifics Unknown",2,"Two-Way, Divided, Unprotected Median",4,Four lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,101,Single Driver-Right Roadside Departure,404,2,,,,
15,Hawaii,150011,1,1,2,February,6:00am-6:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,15,Hawaii,5,Vehicle was Stolen (reported by police),5TEGN92N41Z8,5TEGN92N41Z8,2001,2001,448,Toyota,2223,Tacoma,Pickup,49,Toyota,34,Light Pickup,0,8,Pedestrian,0,No or Not Reported,49472,Toyota Tacoma,3,Expired,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,160,160 lbs.,1,1,0,None,0,None,0,None,0,None,0,None,6,6,5,May,2018,2018,3,March,2020,2020,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",6,Six lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,2,Traffic control signal (on colors) with Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,472,0,,,,
15,Hawaii,150012,1,2,2,February,4:00pm-4:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),RFVPAC907M10,RFVPAC907M10,2021,2021,570,Genuine Scooters,6664,"Buddy (50, 125, 170i)",Motorcycle - Scooter,98,Other Make,84,Motor Scooter,0,12,Motor Vehicle In-Transport,0,No or Not Reported,98703,Other Make 125-349cc,1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,65,65,115,115 lbs.,0,None,0,None,0,None,1,1,0,None,2,2,14,14,6,June,2018,2018,12,December,2021,2021,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]",703,1,,,,
15,Hawaii,150012,2,2,2,February,4:00pm-4:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,3,Vehicle Registered as Commercial/Business/Company/Government Vehicle,1GCGSBEN9M11,1GCGSBEN9M11,2021,2021,467,Chevrolet,4086,Colorado,Pickup,20,Chevrolet,34,Light Pickup,0,12,Motor Vehicle In-Transport,0,No or Not Reported,20473,Chevrolet Colorado,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,260,260 lbs.,0,None,0,None,0,None,0,None,0,None,1,1,1,1,2,February,2018,2018,4,April,2019,2019,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,11,Turning Left,63,From opposite direction  over right lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,68,"J68-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right)",401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]",473,0,,,,
15,Hawaii,150013,1,1,2,February,8:00pm-8:59pm,Wall,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,5NPEB4AC5EH8,5NPEB4AC5EH8,2014,2014,498,Hyundai,2459,Sonata,Sedan/Saloon,55,Hyundai,4,"4-door sedan, hardtop",0,39,Wall,0,No or Not Reported,55033,Hyundai Sonata,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,2,2,0,None,10,October,2020,2020,3,March,2021,2021,9,Reported as Unknown,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,3,Curve - Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,1,No Avoidance Maneuver,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,101,Single Driver-Right Roadside Departure,33,1,,,,
15,Hawaii,150014,1,2,2,February,9:00pm-9:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,9,Unknown,3H1AF1612WD4,3H1AF1612WD4,1988,1988,474,Honda,11387,SA50P,Motorcycle - Scooter,37,Honda,84,Motor Scooter,0,12,Motor Vehicle In-Transport,0,No or Not Reported,37701,Honda 0- 50 cc,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,150,150 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",3,Three lanes,25,25 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,98,Other critical precrash event (specify:),99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,71,"J71-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Same Directions (Going Straight)",404,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Same Directions [Going Straight, Other Vehicle Turning Right]",701,1,,,,
15,Hawaii,150014,2,2,2,February,9:00pm-9:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,9,Unknown,AF0602GS2846,AF0602GS2846,1986,1986,474,Honda,3474,ELITE 80,Motorcycle - Scooter,37,Honda,84,Motor Scooter,0,12,Motor Vehicle In-Transport,0,No or Not Reported,37701,Honda 0- 50 cc,4,Canceled or denied,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,135,135 lbs.,0,None,0,None,0,None,0,None,0,None,3,3,1,1,11,November,2019,2019,2,February,2022,2022,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",3,Three lanes,25,25 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,10,Turning Right,98,Other critical precrash event (specify:),99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,70,"J70-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Same Directions (Turning Right)",403,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Same Directions [Turning Right]",701,0,,,,
15,Hawaii,150016,1,1,2,February,10:00pm-10:59pm,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,3C7WRMAL1HG6,3C7WRMAL1HG6,2017,2017,496,Ram,13625,5500,Incomplete - Chassis Cab (Number of Cab Unknown),7,Dodge,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",997,5,Fell/Jumped from Vehicle,0,No or Not Reported,7881,Dodge Medium/Heavy - CBE,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,240,240 lbs.,1,1,0,None,0,None,0,None,0,None,0,None,0,None,8,August,2021,2021,8,August,2021,2021,0,No,1,"Two-Way, Not Divided",2,Two lanes,15,15 MPH,1,Straight,3,Hillcrest,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,13,Backing Up (other than for Parking Position),13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,92,M92-Backing-Backing Veh.,992,Backing Vehicle,881,1,,,,
15,Hawaii,150017,1,1,3,March,11:00pm-11:59pm,Fell/Jumped from Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1BSY171Y0,1HD1BSY171Y0,2001,2001,3888,Harley Davidson,13182,FXSTD / Softail Deuce,Motorcycle - Cruiser,72,Harley-Davidson,80,Two Wheel Motorcycle (excluding motor scooters),0,39,Wall,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,6,Valid,6,Valid,0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,280,280 lbs.,0,None,0,None,0,None,1,1,0,None,1,1,6,6,8,August,2019,2019,7,July,2021,2021,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,3,Curve - Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,0,M0-No Impact,0,No Impact,706,1,,,,
15,Hawaii,150018,1,1,3,March,0:00am-0:59am,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,JS1GX72B4L71,JS1GX72B4L71,2020,2020,509,Suzuki,26264,GSX1300RAM0 (Hayabusa),Motorcycle - Sport,53,Suzuki,80,Two Wheel Motorcycle (excluding motor scooters),0,24,Guardrail Face,0,No or Not Reported,53706,Suzuki 750cc-over,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,65,65,170,170 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,45,45 MPH,3,Curve - Left,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,2,A2-Single Driver-Right Roadside Departure-Control/Traction Loss,101,Single Driver-Right Roadside Departure,706,1,,,,
15,Hawaii,150019,1,1,2,February,7:00pm-7:59pm,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1N6AD07W65C4,1N6AD07W65C4,2005,2005,478,Nissan,1919,Frontier,Pickup,35,Nissan/Datsun,34,Light Pickup,0,42,Tree (Standing Only),0,No or Not Reported,35472,Nissan/Datsun Frontier (1998 on),1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,146,146 lbs.,0,None,0,None,2,2,0,None,1,1,0,None,2,2,9,September,2018,2018,3,March,2019,2019,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,3,Curve - Left,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,2,A2-Single Driver-Right Roadside Departure-Control/Traction Loss,101,Single Driver-Right Roadside Departure,472,1,,,,
15,Hawaii,150021,1,1,4,April,7:00pm-7:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,3TMJU4GN6CM1,3TMJU4GN6CM1,2012,2012,448,Toyota,2223,Tacoma,Pickup,49,Toyota,34,Light Pickup,0,8,Pedestrian,0,No or Not Reported,49472,Toyota Tacoma,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,65,65,160,160 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,16,Braking,9,Precrash stability unknown,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,472,0,,,,
15,Hawaii,150022,1,1,4,April,11:00pm-11:59pm,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,3FMCR9B62MRA,3FMCR9B62MRA,2021,2021,460,Ford,27411,Bronco Sport,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),12,Ford,19,"Utility Vehicle, Unknown body type",0,8,Pedestrian,0,No or Not Reported,12498,Ford Other (light truck),6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,230,230 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,2,2,1,January,2019,2019,1,January,2019,2019,0,No,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",3,Three lanes,30,30 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,80,Pedestrian in road,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,498,0,,,,
15,Hawaii,150023,1,1,4,April,4:00am-4:59am,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,99,Reported as Unknown,9,Unknown,8.88889E+11,Not Reported,9998,Not Reported,99998,Not Reported,99998,Not Reported,Not Reported,97,Not Reported,98,Not Reported,0,8,Pedestrian,0,No or Not Reported,97997,Not Reported Not Reported,9,Unknown License Status,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,0,No,1,"Two-Way, Not Divided",2,Two lanes,20,20 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,99,Unknown,99,Unknown/Not Reported,9,Precrash stability unknown,9,Unknown,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal,103,Single Driver-Struck Object While Moving Forward,997,0,,,,
15,Hawaii,150024,1,2,4,April,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JT2BG22K5V00,JT2BG22K5V00,1997,1997,448,Toyota,2469,Camry,Sedan/Saloon,49,Toyota,4,"4-door sedan, hardtop",0,12,Motor Vehicle In-Transport,0,No or Not Reported,49040,Toyota Camry,2,Revoked,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,66,66,145,145 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,1,1,2,February,2019,2019,2,February,2019,2019,0,No,1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,12,Making a U-turn,21,Making a U-Turn,99,Unknown/Not Reported,1,Tracking,6,Returned to roadway,98,M98-Other Crash Type,998,Other Crash Type,40,1,,,,
15,Hawaii,150024,2,2,4,April,6:00pm-6:59pm,Motor Vehicle In-Transport,6,Angle,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JYARM38E3NA0,JYARM38E3NA0,2022,2022,564,Yamaha,29670,YZF690,Motorcycle - Sport,76,Yamaha,80,Two Wheel Motorcycle (excluding motor scooters),0,12,Motor Vehicle In-Transport,0,No or Not Reported,76705,Yamaha 450-749cc,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,195,195 lbs.,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,No Record,0,No Record,0,No Record,0,No Record,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,64,"From Parking Lane/Shoulder, Median/Crossover, Roadside",8,Braking and steering left,2,Skidding longitudinally  rotation less than 30 degrees,2,"Stayed on roadway, but left original travel lane",98,M98-Other Crash Type,998,Other Crash Type,705,1,,,,
15,Hawaii,150025,1,1,4,April,1:00am-1:59am,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,,,,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,15,Hawaii,1,Driver (in this crash) was  Registered Owner,JA32U2FUXCU0,JA32U2FUXCU0,2012,2012,481,Mitsubishi,2164,Lancer,Sedan/Saloon,52,Mitsubishi,4,"4-door sedan, hardtop",0,25,Concrete Traffic Barrier,0,No or Not Reported,52046,Mitsubishi Lancer/Lancer Sportback/ Lancer Evolution,9,Unknown License Status,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,4,"Yes, Too Fast for Conditions",3,"Two-Way,  Divided, Positive  Median Barrier",2,Two lanes,45,45 MPH,2,Curve - Right,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,14,Negotiating a Curve,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,7,B7-Single Driver-Left Roadside Departure-Control/Traction Loss,102,Single Driver-Left Roadside Departure,46,1,,,,
